#Acq. time (s)=	15
#Accumulations=	30
#Range (cm-¹)=	1000...3000
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#Macrospot=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	Best Dynamic Range
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-59.91
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x100_VIS_LWD
#Grating=	300 (600nm)
#ND Filter=	5%
#Laser=	633nm_Edge
#Hole=	199.981
#Range=	Visible
#StageXY=	75x50mm Scan+
#StageZ=	Z motor
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	-3822.55
#Full time(mm:ss)=	7:41
#Project=	
#Sample=	
#Site=	
#Title=	dark_spot_red_15s_x10_5p
#Remark=	
#Date=	25.09.2024 09:52
#Acquired=	25.09.2024 09:52:31
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
1000.77	2827.59
1003.1	2811.38
1005.43	2839.52
1007.76	2835.86
1010.09	2845.93
1012.42	2836.55
1014.75	2855.1
1017.07	2867.45
1019.4	2871.66
1021.72	2874.07
1024.05	2883.31
1026.37	2893.66
1028.69	2900.62
1031.02	2903.1
1033.34	2922.55
1035.66	2917.59
1037.98	2920.69
1040.3	2933.79
1042.62	2928.14
1044.93	2952.07
1047.25	2939.52
1049.57	2956.14
1051.88	2954.14
1054.2	2963.59
1056.51	2937.17
1058.82	2958.76
1061.14	2974.07
1063.45	2979.17
1065.76	2977.17
1068.07	2990.07
1070.38	2999.66
1072.69	3002.28
1074.99	3004.48
1077.3	3013.38
1079.61	3027.1
1081.91	3008.69
1084.22	3042.97
1086.52	3048.14
1088.83	3050.62
1091.13	3051.31
1093.43	3070.07
1095.73	3077.59
1098.03	3083.03
1100.33	3081.1
1102.63	3125.59
1104.93	3117.66
1107.23	3128.35
1109.53	3143.59
1111.82	3164.83
1114.12	3178.41
1116.41	3183.38
1118.71	3217.17
1121	3221.86
1123.29	3247.66
1125.58	3254.14
1127.88	3282.28
1130.17	3294.76
1132.45	3295.72
1134.74	3310.07
1137.03	3333.24
1139.32	3361.86
1141.61	3354.34
1143.89	3367.86
1146.18	3387.38
1148.46	3401.38
1150.75	3418.97
1153.03	3423.86
1155.31	3433.52
1157.59	3455.66
1159.88	3455.45
1162.15	3482.41
1164.43	3489.79
1166.71	3504
1168.99	3507.31
1171.27	3524.76
1173.55	3547.52
1175.82	3570.07
1178.1	3544.97
1180.37	3578.48
1182.64	3603.31
1184.92	3621.03
1187.19	3638
1189.46	3658.21
1191.73	3701.31
1194	3701.45
1196.27	3729.31
1198.54	3770.69
1200.81	3804
1203.08	3823.66
1205.34	3865.59
1207.61	3908.21
1209.87	3940
1212.14	3986.62
1214.4	4038
1216.67	4062.14
1218.93	4117.59
1221.19	4179.79
1223.45	4214.35
1225.71	4271.73
1227.97	4335.93
1230.23	4392.9
1232.49	4440.9
1234.74	4497.45
1237	4557.17
1239.26	4617.45
1241.51	4680.97
1243.77	4733.86
1246.02	4819.93
1248.27	4885.17
1250.53	4950.14
1252.78	5038.62
1255.03	5128.34
1257.28	5209.79
1259.53	5294.48
1261.78	5385.17
1264.02	5501.86
1266.27	5570.55
1268.52	5708.76
1270.76	5817.93
1273.01	5943.59
1275.25	6080.34
1277.5	6226.41
1279.74	6364.28
1281.98	6529.93
1284.22	6705.24
1286.47	6916.97
1288.71	7080.07
1290.94	7305.66
1293.18	7537.03
1295.42	7739.45
1297.66	7989.04
1299.9	8169.52
1302.13	8368.41
1304.37	8571.79
1306.6	8723.52
1308.84	8872.76
1311.07	8948.14
1313.3	9039.38
1315.53	9054.69
1317.77	9043.45
1320	8982.41
1322.23	8914.14
1324.46	8797.59
1326.68	8627.52
1328.91	8437.79
1331.14	8259.86
1333.36	8062.9
1335.59	7848.48
1337.81	7614.41
1340.04	7416.41
1342.26	7229.38
1344.49	7055.03
1346.71	6836.28
1348.93	6680.83
1351.15	6509.45
1353.37	6333.24
1355.59	6196.28
1357.81	6061.04
1360.03	5902
1362.24	5789.38
1364.46	5663.72
1366.67	5584.48
1368.89	5481.17
1371.1	5396.41
1373.32	5308.69
1375.53	5235.66
1377.74	5155.72
1379.96	5076.41
1382.17	5021.31
1384.38	4943.45
1386.59	4910.21
1388.8	4837.38
1391	4803.59
1393.21	4756.55
1395.42	4702.48
1397.62	4666.14
1399.83	4647.72
1402.04	4625.1
1404.24	4567.03
1406.44	4532.9
1408.64	4535.31
1410.85	4489.24
1413.05	4464.97
1415.25	4468.48
1417.45	4444.97
1419.65	4422.21
1421.85	4419.59
1424.05	4381.45
1426.24	4388.9
1428.44	4360
1430.63	4384.48
1432.83	4380.97
1435.02	4381.72
1437.22	4367.52
1439.41	4391.38
1441.6	4384.41
1443.8	4377.93
1445.99	4394.55
1448.18	4393.66
1450.37	4400.48
1452.56	4417.79
1454.74	4420.07
