time/s	Ewe/V	<I>/mA	cycle number	
7.355892357058183E+003	1.9217203E+000	-1.144399846098083E-003	1.000000000000000E+000
7.365891656937136E+003	1.9207215E+000	-1.141004526729130E-003	1.000000000000000E+000
7.375890956816060E+003	1.9197044E+000	-1.137170937668823E-003	1.000000000000000E+000
7.385890156695001E+003	1.9187144E+000	-1.133501272536881E-003	1.000000000000000E+000
7.395889056573942E+003	1.9177217E+000	-1.130086738952114E-003	1.000000000000000E+000
7.405887956452876E+003	1.9167073E+000	-1.126840786287081E-003	1.000000000000000E+000
7.415887256331829E+003	1.9157116E+000	-1.123578284902383E-003	1.000000000000000E+000
7.425886456210777E+003	1.9147433E+000	-1.119295507300146E-003	1.000000000000000E+000
7.435885756089694E+003	1.9137230E+000	-1.115811844235828E-003	1.000000000000000E+000
7.445885055968640E+003	1.9127121E+000	-1.112181940422884E-003	1.000000000000000E+000
7.455884355847556E+003	1.9117006E+000	-1.108571659988307E-003	1.000000000000000E+000
7.465883555726512E+003	1.9107274E+000	-1.105042211866403E-003	1.000000000000000E+000
7.475882855605436E+003	1.9097309E+000	-1.102433573855817E-003	1.000000000000000E+000
7.485882155484374E+003	1.9087226E+000	-1.098415546442064E-003	1.000000000000000E+000
7.495881455363327E+003	1.9077221E+000	-1.094526594062882E-003	1.000000000000000E+000
7.505880655242261E+003	1.9066907E+000	-1.091761893944297E-003	1.000000000000000E+000
7.515879955121178E+003	1.9057404E+000	-1.088949155127867E-003	1.000000000000000E+000
7.525879255000138E+003	1.9047370E+000	-1.083910855776134E-003	1.000000000000000E+000
7.535878554879062E+003	1.9037267E+000	-1.079976180380296E-003	1.000000000000000E+000
7.545877754757996E+003	1.9027208E+000	-1.075728229850621E-003	1.000000000000000E+000
7.555877054636949E+003	1.9017166E+000	-1.072632255491467E-003	1.000000000000000E+000
7.565876354515865E+003	1.9007268E+000	-1.070568302994734E-003	1.000000000000000E+000
7.575875654394797E+003	1.8997264E+000	-1.065910681435270E-003	1.000000000000000E+000
7.585874854273759E+003	1.8987176E+000	-1.063167795130009E-003	1.000000000000000E+000
7.595873754152708E+003	1.8977126E+000	-1.057058015429413E-003	1.000000000000000E+000
7.605872654031642E+003	1.8967061E+000	-1.053541667977964E-003	1.000000000000000E+000
7.615871953910559E+003	1.8957387E+000	-1.050360738503455E-003	1.000000000000000E+000
7.625871153789492E+003	1.8947185E+000	-1.046517818724720E-003	1.000000000000000E+000
7.635870453668453E+003	1.8937143E+000	-1.042715653338806E-003	1.000000000000000E+000
7.645869753547377E+003	1.8927237E+000	-1.039206197302894E-003	1.000000000000000E+000
7.655869053426308E+003	1.8917327E+000	-1.036229101669187E-003	1.000000000000000E+000
7.665868253305263E+003	1.8907250E+000	-1.032372807098415E-003	1.000000000000000E+000
7.675867553184187E+003	1.8897502E+000	-1.028951001074932E-003	1.000000000000000E+000
7.685866853063140E+003	1.8887264E+000	-1.025807320018116E-003	1.000000000000000E+000
7.695866152942057E+003	1.8876914E+000	-1.023130037672974E-003	1.000000000000000E+000
7.705865452821017E+003	1.8867041E+000	-1.020441803116869E-003	1.000000000000000E+000
7.715864652699929E+003	1.8857175E+000	-1.017305531549785E-003	1.000000000000000E+000
7.725863952578889E+003	1.8847065E+000	-1.012844885664516E-003	1.000000000000000E+000
7.735863252457799E+003	1.8836993E+000	-1.008322780598196E-003	1.000000000000000E+000
7.745862552336752E+003	1.8827025E+000	-1.004830436208019E-003	1.000000000000000E+000
7.755861752215678E+003	1.8817060E+000	-1.001494803977874E-003	1.000000000000000E+000
7.765860452094617E+003	1.8806963E+000	-9.980768828448377E-004	1.000000000000000E+000
7.775859751973563E+003	1.8797178E+000	-9.949789133086393E-004	1.000000000000000E+000
7.785859051852516E+003	1.8787011E+000	-9.915188714729496E-004	1.000000000000000E+000
7.795857851731438E+003	1.8776940E+000	-9.881832814024050E-004	1.000000000000000E+000
