time/s	Ewe/V	<I>/mA	cycle number	
1.043973441972150E+004	4.3108475E-001	-5.949432203721128E-003	1.000000000000000E+000
1.044306751968115E+004	4.3207493E-001	-5.896914174933675E-003	1.000000000000000E+000
1.044640061964079E+004	4.3308875E-001	-5.844442780571363E-003	1.000000000000000E+000
1.044973361960043E+004	4.3407843E-001	-5.790855892603475E-003	1.000000000000000E+000
1.045306671956007E+004	4.3506816E-001	-5.736860973089765E-003	1.000000000000000E+000
1.045639981951972E+004	4.3608090E-001	-5.683543355916310E-003	1.000000000000000E+000
1.045973291947937E+004	4.3708956E-001	-5.631756805141594E-003	1.000000000000000E+000
1.046306601943902E+004	4.3807256E-001	-5.578637763581140E-003	1.000000000000000E+000
1.046639911939867E+004	4.3908378E-001	-5.524866621845800E-003	1.000000000000000E+000
1.046973221935831E+004	4.4009817E-001	-5.472331083840362E-003	1.000000000000000E+000
1.047306531931795E+004	4.4108710E-001	-5.420015985030141E-003	1.000000000000000E+000
1.047639851927759E+004	4.4207922E-001	-5.368536034892429E-003	1.000000000000000E+000
1.047973161923724E+004	4.4311234E-001	-5.317088436513601E-003	1.000000000000000E+000
1.048306461919688E+004	4.4409141E-001	-5.265942497935938E-003	1.000000000000000E+000
1.048639771915652E+004	4.4510794E-001	-5.215886880338118E-003	1.000000000000000E+000
1.048973081911620E+004	4.4608346E-001	-5.163656097885490E-003	1.000000000000000E+000
1.049306391907588E+004	4.4709936E-001	-5.112958230502333E-003	1.000000000000000E+000
1.049639701903547E+004	4.4807723E-001	-5.062547012631591E-003	1.000000000000000E+000
1.049973011899512E+004	4.4907579E-001	-5.010844539077575E-003	1.000000000000000E+000
1.050306321895478E+004	4.5010352E-001	-4.961429719648643E-003	1.000000000000000E+000
1.050639631891443E+004	4.5110071E-001	-4.912184653276037E-003	1.000000000000000E+000
1.050972941887406E+004	4.5209563E-001	-4.861856376002640E-003	1.000000000000000E+000
1.051306251883371E+004	4.5307368E-001	-4.812167554824817E-003	1.000000000000000E+000
